DATE,CPIAUCSL_PC1,UNRATE,FEDFUNDS
2012-09-01,1.94972,7.8,0.14
2012-10-01,2.15568,7.8,0.16
2012-11-01,1.79602,7.7,0.16
2012-12-01,1.75950,7.9,0.16
2013-01-01,1.68406,8.0,0.14
2013-02-01,2.01814,7.7,0.15
2013-03-01,1.51875,7.5,0.14
2013-04-01,1.13881,7.6,0.15
2013-05-01,1.39039,7.5,0.11
2013-06-01,1.71579,7.5,0.09
2013-07-01,1.88547,7.3,0.09
2013-08-01,1.53881,7.2,0.08
2013-09-01,1.09473,7.2,0.08
2013-10-01,0.87680,7.2,0.09
2013-11-01,1.23287,6.9,0.08
2013-12-01,1.51284,6.7,0.09
2014-01-01,1.55776,6.6,0.07
2014-02-01,1.12047,6.7,0.07
2014-03-01,1.61269,6.7,0.08
2014-04-01,2.01513,6.2,0.09
2014-05-01,2.16695,6.3,0.09
2014-06-01,2.05898,6.1,0.10
2014-07-01,1.97424,6.2,0.09
2014-08-01,1.71510,6.1,0.09
2014-09-01,1.68405,5.9,0.09
2014-10-01,1.60954,5.7,0.09
2014-11-01,1.23152,5.8,0.09
2014-12-01,0.65312,5.6,0.12
2015-01-01,-0.22993,5.7,0.11
2015-02-01,-0.08703,5.5,0.11
2015-03-01,-0.02203,5.4,0.11
2015-04-01,-0.10403,5.4,0.12
2015-05-01,0.03503,5.6,0.12
2015-06-01,0.17957,5.3,0.13
2015-07-01,0.22569,5.2,0.13
2015-08-01,0.24130,5.1,0.14
2015-09-01,0.00884,5.0,0.14
2015-10-01,0.12762,5.0,0.12
2015-11-01,0.43632,5.1,0.12
2015-12-01,0.63872,5.0,0.24
2016-01-01,1.23750,4.8,0.34
2016-02-01,0.84728,4.9,0.38
2016-03-01,0.89162,5.0,0.36
2016-04-01,1.17263,5.1,0.37
2016-05-01,1.07848,4.8,0.37
2016-06-01,1.07929,4.9,0.38
2016-07-01,0.86836,4.8,0.39
2016-08-01,1.05532,4.9,0.40
2016-09-01,1.54864,5.0,0.40
2016-10-01,1.68592,4.9,0.40
2016-11-01,1.68433,4.7,0.41
2016-12-01,2.05080,4.7,0.54
2017-01-01,2.51039,4.7,0.65
2017-02-01,2.81036,4.6,0.66
2017-03-01,2.44120,4.4,0.79
2017-04-01,2.17622,4.4,0.90
2017-05-01,1.85634,4.4,0.91
2017-06-01,1.64057,4.3,1.04
2017-07-01,1.72511,4.3,1.15
2017-08-01,1.92812,4.4,1.16
2017-09-01,2.18057,4.3,1.15
2017-10-01,2.02076,4.2,1.15
2017-11-01,2.17249,4.2,1.16
2017-12-01,2.12993,4.1,1.30
2018-01-01,2.10370,4.0,1.41
2018-02-01,2.22658,4.1,1.42
2018-03-01,2.33259,4.0,1.51
2018-04-01,2.43783,4.0,1.69
2018-05-01,2.77659,3.8,1.70
2018-06-01,2.84851,4.0,1.82
2018-07-01,2.89875,3.8,1.91
2018-08-01,2.67800,3.8,1.91
2018-09-01,2.35518,3.7,1.95
2018-10-01,2.52852,3.8,2.19
2018-11-01,2.17281,3.8,2.20
2018-12-01,1.91522,3.9,2.27
2019-01-01,1.49833,4.0,2.40
2019-02-01,1.48172,3.8,2.40
2019-03-01,1.87995,3.8,2.41
2019-04-01,2.00563,3.6,2.42
2019-05-01,1.81275,3.6,2.39
2019-06-01,1.68964,3.6,2.38
2019-07-01,1.82116,3.7,2.40
2019-08-01,1.75969,3.7,2.13
2019-09-01,1.72733,3.5,2.04
2019-10-01,1.75708,3.6,1.83
2019-11-01,2.03082,3.6,1.55
2019-12-01,2.26172,3.6,1.55
2020-01-01,2.46049,3.5,1.55
2020-02-01,2.31971,3.5,1.58
2020-03-01,1.53064,4.4,0.65
2020-04-01,0.36486,14.7,0.05
2020-05-01,0.24244,13.2,0.05
2020-06-01,0.72681,11.0,0.08
2020-07-01,1.03283,10.2,0.09
2020-08-01,1.32759,8.4,0.10
2020-09-01,1.40065,7.9,0.09
2020-10-01,1.18420,6.9,0.09
2020-11-01,1.13776,6.7,0.09
2020-12-01,1.27815,6.7,0.09
2021-01-01,1.35997,6.4,0.09
2021-02-01,1.67524,6.2,0.08
2021-03-01,2.65838,6.0,0.07
2021-04-01,4.15199,6.0,0.07
2021-05-01,4.94444,5.8,0.06
2021-06-01,5.34102,5.9,0.08
2021-07-01,5.27610,5.4,0.10
2021-08-01,5.20533,5.2,0.09
2021-09-01,5.38991,4.7,0.08
2021-10-01,6.23694,4.6,0.08
2021-11-01,6.82837,4.2,0.08
2021-12-01,7.09654,3.9,0.08
2022-01-01,7.52593,4.0,0.08
2022-02-01,7.91202,3.8,0.08
2022-03-01,.,3.6,0.20
